"munic";"maes_chefes_91";"maes_chefes_00";"maes_chefes_10";"mortalidade_91";"mortalidade_00";"mortalidade_10";"uf"
"Diamantino ";15,3;21,34;21,16;23,65;22,39;15,6;"MT"
"Dianópolis ";19,06;32,82;24,21;62,27;35,14;15,4;"TO"
"Dias D'Ávila ";18,06;26,55;24,96;66,26;32,83;17,5;"BA"
"Dilermando de Aguiar ";9,78;5,49;28,32;19,11;18;10,4;"RS"
"Diogo de Vasconcelos ";13,99;12,3;25,74;40,9;35,34;17,5;"MG"
"Dionísio Cerqueira ";13,55;13,33;26,74;27,78;25,7;14,8;"SC"
"Dionísio ";23,63;16,5;11,2;42,9;30,15;16,5;"MG"
"Diorama ";4,46;13,5;4,61;32,18;24,9;12,5;"GO"
"Dirce Reis ";10,54;4,73;6,12;33,29;21;13,9;"SP"
"Dirceu Arcoverde ";4,91;6,62;18,33;54,82;44,97;34,2;"PI"
"Divina Pastora ";63,15;38,34;28,67;55,68;43,34;27;"SE"
"Divinésia ";13,78;10,2;19,25;39,85;27,12;20,2;"MG"
"Divino das Laranjeiras ";20,51;15,38;9,35;39,02;35,42;17,5;"MG"
"Divino de São Lourenço ";13,1;7,58;13,12;43,96;27,29;15,2;"ES"
"Divinolândia de Minas ";10,75;12,23;32,82;40,92;27,1;17,4;"MG"
"Divinolândia ";5,47;4,74;9,78;26,42;17,7;13,3;"SP"
"Divino ";8,13;6,26;13,75;46,23;33,72;16,3;"MG"
"Divinópolis de Goiás ";15,57;14,4;12,89;29,36;25,4;14,9;"GO"
"Divinópolis do Tocantins ";43,01;11,23;12,84;66,94;39,85;16,2;"TO"
"Divinópolis ";10,89;10,13;13,03;22,12;16,35;14,59;"MG"
"Divisa Alegre ";14,5;22,96;31,7;57,6;42,48;27,8;"MG"
"Divisa Nova ";6,99;9,21;22,31;30,63;27,97;18,5;"MG"
"Divisópolis ";8,62;13,58;25,23;46,9;36,28;18,4;"MG"
"Dobrada ";9,02;10,74;20,64;22,92;20,9;16,2;"SP"
"Dois Córregos ";6,78;8,95;20,2;27,8;22,3;13;"SP"
"Dois Irmãos das Missões ";5,89;9,8;16,23;34,12;29,1;15,9;"RS"
"Dois Irmãos do Buriti ";5,29;8,75;22,79;46,69;41,64;24,7;"MS"
"Dois Irmãos do Tocantins ";11,47;6,65;8,79;68,28;42,69;16,6;"TO"
"Dois Irmãos ";6,35;11,04;13,87;19,56;14,2;12,4;"RS"
"Dois Lajeados ";8,96;1,4;6,38;17,06;15;13,3;"RS"
"Dois Riachos ";15,28;17,6;21,84;86,21;51,11;27,2;"AL"
"Dois Vizinhos ";9,38;14,36;14,24;34,75;22,19;11,4;"PR"
"Dolcinópolis ";14,27;4,93;15,73;21,54;20,4;15,5;"SP"
"Dom Aquino ";18,9;12,5;17,11;32,52;31,65;18,1;"MT"
"Dom Basílio ";6,49;8,52;9,06;58,34;41,62;21,7;"BA"
"Dom Bosco ";18,9;11,1;22,19;32,79;20,8;17,1;"MG"
"Dom Cavati ";7,02;8,09;11,25;34,61;28,45;20,3;"MG"
"Dom Eliseu ";19,87;24,16;36,68;70,65;45,94;24,5;"PA"
"Dom Expedito Lopes ";10,33;12,81;10,92;59,34;50,18;25,8;"PI"
"Dom Feliciano ";6,82;9,91;19,31;31,25;21,5;14;"RS"
"Domingos Martins ";4,35;6,27;11,53;36,68;25,23;14,1;"ES"
"Domingos Mourão ";4,96;21,73;48,97;92,97;50,16;27;"PI"
"Dom Inocêncio ";9,55;9,3;16,36;65,31;48,9;26,8;"PI"
"Dom Joaquim ";23,58;23,75;35,42;45,97;35,81;16,7;"MG"
"Dom Macedo Costa ";16,69;15,41;19,55;55,2;42,12;19,9;"BA"
"Dom Pedrito ";11,65;11,69;18,64;32,51;21,4;11,6;"RS"
"Dom Pedro de Alcântara ";5,87;14,46;9,34;23,89;21,8;13,8;"RS"
"Dom Pedro ";25,78;17,53;21,15;78,49;48,15;27,7;"MA"
"Dom Silvério ";12,1;11,57;13,49;35,21;25,07;14,1;"MG"
"Dom Viçoso ";6,24;6,54;8,81;37,62;29,37;16,7;"MG"
"Dona Emma ";1,57;3,86;4,23;27,05;19,4;11,3;"SC"
"Dona Eusébia ";5,69;6,23;8,96;38,62;27,05;14,6;"MG"
"Dona Francisca ";9,4;11,28;12,5;26,09;22,4;13;"RS"
"Dona Inês ";17,02;14,82;27,16;74,29;60,83;39,7;"PB"
"Dores de Campos ";7,95;5,42;11,86;31,98;21,12;16,3;"MG"
"Dores de Guanhães ";5,55;9,87;30,17;39,69;34,42;16,5;"MG"
"Dores do Indaiá ";21,59;18,45;12,4;30,51;28,9;14,7;"MG"
"Dores do Rio Preto ";2,37;6,08;11,26;40,94;25,23;15,8;"ES"
"Dores do Turvo ";5,35;5,75;11,94;34,1;25,24;15,7;"MG"
"Doresópolis ";NA;14,18;12,18;27,85;22,06;12,3;"MG"
"Dormentes ";3,95;9,84;41,67;89,58;64,15;28,6;"PE"
"Douradina ";9,28;8,85;23,57;40,94;30,23;20,5;"MS"
"Douradina ";8,43;2,63;2,45;32,99;30,6;14;"PR"
"Douradoquara ";6,82;13,74;3,98;27,69;19,64;14,1;"MG"
"Dourados ";12,13;14,09;15,13;31,19;24,15;17;"MS"
"Dourado ";6;6,17;9,01;30,65;21,2;16,9;"SP"
"Doutor Camargo ";6,5;4,07;6,31;29,62;25,99;12,3;"PR"
"Doutor Maurício Cardoso ";4,48;9,19;21,21;23,04;18,2;12,2;"RS"
"Doutor Pedrinho ";2,56;5,1;19,49;30,69;28,5;12,8;"SC"
"Doutor Ricardo ";2,6;NA;1,94;23,13;20,4;11,1;"RS"
"Doutor Severiano ";8,6;11,02;23,04;85,47;53,71;27,3;"RN"
"Doutor Ulysses ";14,83;9,31;21,81;45,64;34,12;16,4;"PR"
"Doverlândia ";6,48;6,72;7,51;30,42;23,5;12,6;"GO"
"Dracena ";8,13;8,34;6,51;32,16;14,4;12,9;"SP"
"Duartina ";10,52;9,17;7,92;28,2;19,7;14,4;"SP"
"Duas Barras ";11,22;25,63;22,51;46,55;25,17;17,9;"RJ"
"Duas Estradas ";18,33;30,02;39,9;81,15;43,24;19,8;"PB"
"Dueré ";19,61;9,63;14,2;49,25;31,25;12,4;"TO"
"Dumont ";6,71;9,4;5,27;23,17;18,9;13,4;"SP"
"Duque Bacelar ";14,39;12,34;30,14;88,09;68,35;41,5;"MA"
"Duque de Caxias ";14,63;18,71;21;33,87;21,44;14,07;"RJ"
"Durandé ";8,2;9,88;23,19;39,85;28,72;14,5;"MG"
"Echaporã ";7,32;9,68;10,55;23,81;18,5;14,7;"SP"
"Ecoporanga ";14,17;12,33;15,13;45,66;27,29;15,3;"ES"
"Edealina ";12,56;4,81;11,77;23,32;22,4;15,4;"GO"
"Edéia ";13,54;12,22;7,29;25,58;25,4;13,8;"GO"
"Eirunepé ";24,4;35,29;56,26;59,59;51,85;24,4;"AM"
"Eldorado dos Carajás ";7,81;16,32;34,13;62,3;34,99;25,6;"PA"
"Eldorado do Sul ";13,81;15,52;28,86;24,64;22;11,9;"RS"
"Eldorado ";12,27;10,18;35,34;44,78;26,2;18,8;"MS"
"Eldorado ";14,44;10,33;19,81;32,16;18,9;13,5;"SP"
"Elesbão Veloso ";15,86;12,65;21,85;69,25;48,6;26,3;"PI"
"Elias Fausto ";10,41;14,77;30,37;29,44;21,6;15,8;"SP"
"Eliseu Martins ";23,2;13,72;22,4;54,43;35,73;29,4;"PI"
"Elisiário ";NA;2,17;3,72;21,54;20,7;15,5;"SP"
"Elísio Medrado ";18,11;17,05;16,72;51,73;38,5;22,8;"BA"
"Elói Mendes ";8,77;10,14;13,25;29,4;20,95;14,9;"MG"
"Emas ";6,3;12,97;14,83;87,45;44,55;23,4;"PB"
"Embaúba ";4,49;13,65;8,02;27,47;17,2;14,1;"SP"
"Embu-Guaçu ";15;14,75;18,38;31,96;20;14,7;"SP"
"Embu ";17,94;21,27;23,3;28,05;21,1;13,09;"SP"
"Emilianópolis ";5,97;9,91;8,58;32,38;21,6;17,5;"SP"
"Encantado ";5,98;9,87;11,74;16,45;12,3;11,6;"RS"
"Encanto ";3,27;9,95;16,46;76,23;50,63;20,5;"RN"
"Encruzilhada ";11,1;13,98;29,1;60,16;38,54;26,7;"BA"
"Encruzilhada do Sul ";6,73;11,94;23;27,04;18,8;9,6;"RS"
"Enéas Marques ";12,28;5,66;9,16;29,79;21,39;12,6;"PR"
"Engenheiro Beltrão ";14,05;10,83;9,94;31,6;29,59;13,8;"PR"
"Engenheiro Caldas ";11,76;15,51;25,13;44,2;35,42;17,1;"MG"
"Engenheiro Coelho ";8,14;7,33;24,22;29,25;18,8;16,5;"SP"
"Engenheiro Navarro ";22,5;21,81;17,42;34,41;28,94;19,6;"MG"
"Engenheiro Paulo de Frontin ";12,33;12,75;12,03;33,28;26,33;16,5;"RJ"
"Engenho Velho ";1,79;13,45;10,08;30,31;23;13,8;"RS"
"Entre Folhas ";17,53;10,94;15,41;33,25;28,45;19,5;"MG"
"Entre-Ijuís ";7,6;9,57;14,63;19,76;19;13,1;"RS"
"Entre Rios ";26,57;31,55;26,63;85;42,86;21,4;"BA"
"Entre Rios de Minas ";14,75;9,64;16,04;31,22;26,77;18,4;"MG"
"Entre Rios do Oeste ";11,33;8,41;8,37;28,45;21,2;13,3;"PR"
"Entre Rios do Sul ";10,67;9,5;16,04;24,64;20,8;11;"RS"
"Entre Rios ";13,58;9,63;10,79;34,23;34;15,8;"SC"
"Envira ";60,63;11,94;41,01;59,44;53,21;29,6;"AM"
"Epitaciolândia ";28,65;20,67;23,07;41,3;29,28;24,1;"AC"
"Equador ";15,97;15,61;18,42;59,17;35,04;24,1;"RN"
"Erebango ";4,91;8,02;8,64;20,88;18,1;12,4;"RS"
"Erechim ";9,05;7,62;11,92;19,74;15,1;12,8;"RS"
"Ererê ";14,86;11,51;22,12;65,1;46,24;25,8;"CE"
"Érico Cardoso ";9,61;12,21;19,74;53,4;41,62;26;"BA"
"Ermo ";11,21;8,3;17,76;33,25;25,2;15,8;"SC"
"Ernestina ";1,35;7,99;5,89;22,2;19,3;11,1;"RS"
"Erval Grande ";9,05;10,94;12,41;17,28;11,7;9;"RS"
"Ervália ";12,38;9,19;23,51;39,36;33,52;15,8;"MG"
"Erval Seco ";7,84;7,53;9,94;23,13;21,9;13,8;"RS"
"Erval Velho ";4,18;4,73;12,09;26,93;25;10,8;"SC"
"Escada ";17,99;20,42;23,13;73,75;52,57;21,7;"PE"
"Esmeralda ";4,06;10,48;16,2;19,45;18,7;13,2;"RS"
"Esmeraldas ";8,67;16,85;21,23;36,38;25,73;16,4;"MG"
"Espera Feliz ";4,42;12,14;15,99;39,9;28,49;14,2;"MG"
"Esperança do Sul ";12,93;2,4;5,63;34,38;22,6;16,8;"RS"
"Esperança Nova ";3,76;4,47;4,87;43,62;26,8;16,7;"PR"
"Esperança ";12,01;17,86;28,03;53,04;43,64;24,3;"PB"
"Esperantina ";11,98;16,96;20,98;79,76;44,89;24,4;"PI"
"Esperantina ";23,39;21,62;43;92,66;64,48;33,3;"TO"
"Esperantinópolis ";22,41;15,74;21,22;88,09;53,01;37;"MA"
"Espigão Alto do Iguaçu ";16,06;11,94;13,86;36,15;30,58;18,4;"PR"
"Espigão D'Oeste ";12,02;15,11;24,7;38,09;26,45;15,4;"RO"
"Espinosa ";15,51;18,97;23,12;41,82;38,99;18,2;"MG"
"Espírito Santo do Dourado ";7,47;2,67;9,94;29,2;24,17;14,1;"MG"
"Espírito Santo do Pinhal ";3,51;6,85;8,15;18,76;14,9;11,4;"SP"
"Espírito Santo do Turvo ";31,41;17,37;19,59;33,29;24,3;16,1;"SP"
"Espírito Santo ";13,35;15,63;33,69;95,23;62,95;27;"RN"
"Esplanada ";20,63;27,76;34,57;82,77;54,66;29,3;"BA"
"Espumoso ";10,58;11,31;12,8;17,87;14,7;9,7;"RS"
"Estação ";8,22;8,21;10,75;19,44;18,8;12,8;"RS"
"Estância ";25,34;26,77;27,51;71,07;39,49;22;"SE"
"Estância Velha ";11,32;18,83;11,39;17,9;12,3;9,5;"RS"
"Esteio ";8,2;13,75;17,72;20,15;15;12;"RS"
"Estiva Gerbi ";20,07;9,56;13,99;29,25;19,3;16,5;"SP"
"Estiva ";8,1;17,07;14,92;25,19;24,17;14;"MG"
"Estreito ";19,74;24,09;23,75;55,1;38,58;20,6;"MA"
"Estrela Dalva ";6,66;14,99;11,72;34,59;25,07;12,4;"MG"
"Estrela de Alagoas ";11,52;18,18;34,23;73,54;57,22;35,6;"AL"
"Estrela D'Oeste ";3,4;8,29;12,77;25,24;17,1;11,3;"SP"
"Estrela do Indaiá ";8,01;9,02;6,38;35,54;22,38;11,8;"MG"
"Estrela do Norte ";20,48;13,72;16,13;22,16;21,3;12;"GO"
"Estrela do Norte ";23,14;11,53;7,88;27,96;22,2;16,2;"SP"
"Estrela do Sul ";10,46;7;11,71;27,69;20,51;14,7;"MG"
"Estrela ";6,45;10,66;16,8;19,08;14,7;12,2;"RS"
"Estrela Velha ";8,14;7,01;9,9;25,38;18,6;16,4;"RS"
"Euclides da Cunha ";17,36;12,07;22,84;94,36;50,36;27,6;"BA"
"Euclides da Cunha Paulista ";15,05;21,65;19,11;34,21;23,3;17,8;"SP"
"Eugênio de Castro ";8,76;4,1;11,5;17,9;12,1;9;"RS"
"Eugenópolis ";9,36;10,63;7,68;34,1;26,49;14,2;"MG"
"Eunápolis ";21,1;27,5;19,51;56,37;41,13;20,5;"BA"
"Eusébio ";16,9;25,09;28,69;71,47;41,94;19,2;"CE"
"Ewbank da Câmara ";8,75;14,5;17,5;38,81;27,05;16,3;"MG"
"Extrema ";9,29;15,06;20,82;32,32;26,71;13,9;"MG"
"Extremoz ";15,5;16,68;22,09;65,73;40,16;17,3;"RN"
"Exu ";11,93;21,92;28,44;76,48;62,1;22,7;"PE"
"Fagundes ";13,22;21,47;32;85,7;52,82;27,7;"PB"
"Fagundes Varela ";1,89;NA;9,3;15,4;13,1;11,3;"RS"
"Faina ";11,43;9,8;6,09;33,64;26;16,1;"GO"
"Fama ";1,42;7,68;5,23;30,63;17,89;12,7;"MG"
"Faria Lemos ";9,18;9,71;15,7;35,29;33,72;18,6;"MG"
"Farias Brito ";10,73;11,51;15,54;95,57;59,08;22,5;"CE"
"Farol ";4,4;24,13;14,93;49,48;30,41;13,9;"PR"
"Faro ";9,49;10,81;36,62;74,5;46,14;25,8;"PA"
"Farroupilha ";8,94;9,69;9,93;16,47;15,1;11,3;"RS"
"Fartura do Piauí ";6,37;10,57;42,52;72,81;48,8;30,2;"PI"
"Fartura ";10,56;12,34;15,45;33,74;19;11,8;"SP"
"Fátima ";10,32;16,48;33,1;120,12;64,86;40,7;"BA"
"Fátima do Sul ";14,77;10,93;11,5;40,63;31,05;19,7;"MS"
"Fátima ";17,76;11,44;8,2;61,63;37,75;16,7;"TO"
"Faxinal dos Guedes ";10,78;8,95;11,86;25,87;24,8;11,2;"SC"
"Faxinal do Soturno ";9,87;17,61;16,49;21,16;18,4;11,2;"RS"
"Faxinal ";20,1;14,47;13,76;42,97;31,59;17;"PR"
"Faxinalzinho ";1,79;14,4;7,75;32,98;21,3;15,6;"RS"
"Fazenda Nova ";11,5;5,15;7,33;29,63;28,6;13,4;"GO"
"Fazenda Rio Grande ";11,61;16,42;27,63;30,17;25,4;11,6;"PR"
"Fazenda Vilanova ";7,54;22,87;26,07;23,71;21,8;12,2;"RS"
"Feijó ";22,57;15,68;26,83;54,83;40,18;33,2;"AC"
"Feira da Mata ";6,14;6,97;12,29;73,21;45,71;25,1;"BA"
"Feira de Santana ";20,19;22,24;17,69;62,94;32,83;15,64;"BA"
"Feira Grande ";19,17;11,21;26,28;93,38;53,29;32,2;"AL"
"Feira Nova do Maranhão ";16,25;10,44;16,9;94,76;59,22;33,6;"MA"
"Feira Nova ";17,22;24,49;34,72;80,25;55,42;17,7;"PE"
"Feira Nova ";22,56;15,23;31,73;70,42;46,59;23,5;"SE"
"Felício dos Santos ";18,58;17,34;16,57;41,7;39,59;19,3;"MG"
"Felipe Guerra ";14,73;12,61;8,31;89,98;56,59;23,5;"RN"
"Felisburgo ";17,31;18,01;19,14;41,72;37,49;25;"MG"
"Felixlândia ";17,59;17,56;19,98;37,2;27,4;17,1;"MG"
"Feliz Deserto ";21,53;13,38;26,65;70,48;39,42;38,2;"AL"
"Feliz Natal ";5,72;2,04;22,47;31,8;30,66;16,8;"MT"
"Feliz ";6,73;5,45;12,18;17,73;16,1;12,5;"RS"
"Fênix ";5,82;8,55;7,84;35,28;26,8;13,4;"PR"
"Fernandes Pinheiro ";8,27;20,24;24,44;40,76;27,29;17,4;"PR"
"Fernandes Tourinho ";7,24;17,76;28,95;44,56;34,42;17,9;"MG"
"Fernando de Noronha ";17,66;19,3;9,21;30,18;21,4;13,4;"PE"
"Fernando Falcão ";5,01;8,09;30,03;79,68;55,45;33,8;"MA"
"Fernando Pedroza ";1,82;14,1;6,79;97,55;59,46;31;"RN"
"Fernandópolis ";7,88;7,34;7,28;18,03;14,2;12,82;"SP"
"Fernando Prestes ";4,43;5,52;8;23,81;15,8;11,5;"SP"
"Fernão ";NA;NA;5,26;33,29;20,4;13,9;"SP"
"Ferraz de Vasconcelos ";15,27;20,01;17,13;32,16;19,9;15,49;"SP"
"Ferreira Gomes ";16,05;19,53;32,46;35,23;24,12;14,3;"AP"
"Ferreiros ";12,69;10,74;21,43;79,17;52,58;20,6;"PE"
"Ferros ";14,57;14,11;27,27;34,23;30,15;16,5;"MG"
"Fervedouro ";9,09;7,86;27,7;35,29;26,49;19,1;"MG"
"Figueirão ";13,52;1,81;4,7;35,75;27,79;18,2;"MS"
"Figueira ";8,85;10,14;22,71;49,88;33,4;16,5;"PR"
"Figueirópolis D'Oeste ";4,2;8,32;10,72;40,02;36,66;20,2;"MT"
"Figueirópolis ";18,59;11,92;15,68;45,63;31,25;15,4;"TO"
"Filadélfia ";14,02;17,69;33,53;102,47;54,96;32;"BA"
"Filadélfia ";12,93;9,91;25,74;50,17;44,26;19,7;"TO"
"Firmino Alves ";22,47;20;20,03;58,65;39,66;37,8;"BA"
"Firminópolis ";8,96;9,91;10,12;31,05;30,4;12,8;"GO"
"Flexeiras ";22,93;18,14;31,03;92,5;57,73;41,6;"AL"
"Floraí ";4,74;5,28;8,33;29,12;18,89;11,2;"PR"
"Florânia ";10,93;8,31;13,66;65,66;49,22;22,3;"RN"
"Flora Rica ";12,35;3,55;5,14;34,91;24,9;18,5;"SP"
"Flor da Serra do Sul ";14,89;3,14;22,65;35,28;25,3;12,7;"PR"
"Flor do Sertão ";5,62;7,52;8,38;44,12;30,5;17,3;"SC"
"Floreal ";1,57;5,44;6,35;30,28;18,8;17,2;"SP"
"Flores da Cunha ";3;7,06;12,63;17,68;13,1;11,5;"RS"
"Flores de Goiás ";18,66;45,69;25,69;41,2;34,9;16,1;"GO"
"Flores do Piauí ";22,37;9,64;27,66;53,41;40,94;37,1;"PI"
"Flores ";13,53;16,56;20,71;69,97;52,76;27,9;"PE"
"Floresta Azul ";20,15;20,59;24,77;55,91;38,51;30,9;"BA"
"Floresta do Araguaia ";15,63;12,78;28,21;51,64;30,12;19,9;"PA"
"Floresta do Piauí ";34,41;24,69;42,2;100,47;53,45;27,2;"PI"
"Florestal ";5,85;6,32;14,66;27,03;18,05;14,3;"MG"
"Floresta ";19,81;23,53;28,76;53,07;45,66;22,6;"PE"
"Floresta ";9,19;5,39;14,71;29,76;29,02;14,2;"PR"
"Florestópolis ";7,14;8,33;11,33;43,75;28,6;14,9;"PR"
"Floriano Peixoto ";8,19;0,98;2,73;23,36;17,9;11,2;"RS"
"Floriano ";20,57;18,53;14,96;61,32;34,09;19,1;"PI"
"Florianópolis ";8,17;8,73;8,53;21,5;18,26;10,81;"SC"
"Flórida Paulista ";1,5;8,21;15,08;32,02;24,4;17,3;"SP"
"Flórida ";8,3;9,79;10,33;33,92;28,01;15,1;"PR"
"Florínia ";4,07;11,94;10,67;28,92;19,4;16;"SP"
"Fonte Boa ";4,96;15,32;35,15;65,43;59,65;31,3;"AM"
"Fontoura Xavier ";6,3;8,45;24,67;21,26;19,7;14,6;"RS"
"Formiga ";10,79;10,24;9,42;25,14;16,65;11,8;"MG"
"Formigueiro ";4,46;6,74;11,35;22,56;17,7;12,4;"RS"
"Formosa da Serra Negra ";10,3;15,12;49,87;79,68;48,15;25;"MA"
"Formosa do Oeste ";6,41;7,22;10,01;31,58;24,71;12,5;"PR"
"Formosa do Rio Preto ";20,41;22,53;28,92;65,79;44,73;25;"BA"
"Formosa do Sul ";0,72;3,33;12,53;27,78;24,9;12,6;"SC"
"Formosa ";19,78;21,25;21,23;25,95;23,6;10,26;"GO"
"Formoso do Araguaia ";16,16;16,97;18,89;64,9;43,29;18,4;"TO"
"Formoso ";7,78;6,1;10,55;31,32;28,2;13,1;"GO"
"Formoso ";22,23;26,54;33,33;39,85;30,15;15,3;"MG"
"Forquetinha ";3,84;NA;1,33;18,1;12,3;8,9;"RS"
"Forquilha ";17,62;24,7;31,86;66,78;43,53;24,7;"CE"
"Forquilhinha ";7,93;8,75;17,13;25,72;21,7;11,4;"SC"
"Fortaleza ";14,95;20,25;16,82;47,11;34,57;15,76;"CE"
"Fortaleza de Minas ";13,82;11,8;13,35;26,65;21,52;18,1;"MG"
"Fortaleza dos Nogueiras ";16,48;16,2;34,41;78,45;48;25,1;"MA"
"Fortaleza dos Valos ";5,05;5,88;17,93;33,34;16,7;12,4;"RS"
"Fortaleza do Tabocão ";11;19,12;17,01;49,62;40,53;17,3;"TO"
"Fortim ";14,62;29,3;17,85;80,39;55,64;29,4;"CE"
"Fortuna de Minas ";9,99;9,7;34,08;39,8;29,93;14,3;"MG"
"Fortuna ";21,97;31,68;34,94;109,14;60,48;38,6;"MA"
"Foz do Iguaçu ";16;20,19;20,07;26,76;18,89;10,83;"PR"
"Foz do Jordão ";6,32;20,5;42,33;42,29;29,02;13,1;"PR"
"Fraiburgo ";8,95;16,17;18,95;32,58;24,6;11,5;"SC"
"Franca ";10,98;12,39;12,19;21,09;17,2;14,3;"SP"
"Francinópolis ";23,91;23,09;31,54;75,92;60,53;33,3;"PI"
"Francisco Alves ";9,88;7;8,89;31,23;31;17,9;"PR"
"Francisco Ayres ";49,83;14,25;25,51;61,08;47,49;26,7;"PI"
"Francisco Badaró ";22,29;25,15;19,47;38,54;32,68;19,4;"MG"
"Francisco Beltrão ";9,49;11,16;13,12;26,76;21,2;11,7;"PR"
"Francisco Dantas ";6,35;8,01;8,04;85,8;54,49;30;"RN"
"Francisco Dumont ";93,87;25,12;26,34;51,76;39,1;19;"MG"
"Francisco Macedo ";22,23;3,7;24,19;81,32;50,16;37,8;"PI"
"Francisco Morato ";14,94;22,44;25,74;37,43;22,2;16,5;"SP"
"Franciscópolis ";15,64;23,72;30,99;51,02;39,57;18,4;"MG"
"Francisco Sá ";13;18;15,54;41,32;31,93;17,8;"MG"
"Francisco Santos ";7,68;10,82;13,43;59,34;48,6;27,2;"PI"
"Franco da Rocha ";13,92;15,44;21,38;28,22;22,4;13,1;"SP"
"Frecheirinha ";14,96;16,03;36,38;70,75;49,57;27,2;"CE"
"Frederico Westphalen ";8,85;8,85;16,06;19,31;15,8;12,5;"RS"
"Frei Gaspar ";18,43;18,43;17,32;46,96;37,49;18,7;"MG"
"Frei Inocêncio ";19,57;20,35;24,8;48,39;35,42;20,9;"MG"
"Frei Lagonegro ";10,76;17,86;23,83;56,15;49,39;24,4;"MG"
"Frei Martinho ";5,48;5,92;10,46;80,83;49,94;23,9;"PB"
"Frei Miguelinho ";14,44;16,98;23,55;78,83;49,98;25,5;"PE"
"Frei Paulo ";12,63;16,46;31,75;51,45;39,49;24,3;"SE"
"Frei Rogério ";6,38;2,97;14,39;41,31;32,4;15,4;"SC"
"Fronteira dos Vales ";12,51;9,67;25,32;49,41;33,72;17,3;"MG"
"Fronteira ";10,44;12,13;14,71;24,19;17,97;12;"MG"
"Fronteiras ";17,24;12,28;21,33;72,06;49,76;28,3;"PI"
"Fruta de Leite ";17,44;20,86;22,86;45,08;38,36;19,5;"MG"
"Frutal ";8,85;8,37;11,22;23,72;15,91;12,5;"MG"
"Frutuoso Gomes ";9,38;17,23;10,65;68,74;46,32;29;"RN"
"Fundão ";7,77;15,93;18,03;38,17;26,21;13,6;"ES"
"Funilândia ";41,56;14,04;19,37;39,72;28,72;14,3;"MG"
"Gabriel Monteiro ";NA;7,27;5,29;27,61;23,4;17,1;"SP"
"Gado Bravo ";22,91;11,44;33,63;93,13;50,09;29,8;"PB"
"Gália ";6,12;10,5;11,92;38,46;25,6;15,7;"SP"
"Galiléia ";23,94;15,81;15,24;48,39;35,42;19,1;"MG"
"Galinhos ";14,74;22,1;39,82;76,57;45,1;31,8;"RN"
"Galvão ";7,78;7,79;7,43;26,78;22,3;15,2;"SC"
"Gameleira de Goiás ";5,21;4,73;9,41;26,91;21,8;13,6;"GO"
"Gameleira ";23,82;21,7;19,24;86,4;69,58;25,3;"PE"
"Gameleiras ";7,42;17,05;12,24;49,78;35,47;19;"MG"
"Gandu ";24,5;23,31;25,84;78,5;40,78;23,7;"BA"
"Garanhuns ";13,31;21,58;26,03;52,23;47,66;19,5;"PE"
"Gararu ";23,03;16,16;24,61;81,75;43,91;22;"SE"
"Garça ";9,47;8,89;13,41;27,67;19,7;13,3;"SP"
"Garibaldi ";5,5;7,36;9,14;20,08;15,1;11;"RS"
"Garopaba ";7,39;9,12;11,14;19,47;18,8;10,8;"SC"
"Garrafão do Norte ";12,83;16,3;37,39;74,5;45,39;24,7;"PA"
"Garruchos ";NA;4,58;12,92;29,27;19,8;12,8;"RS"
"Garuva ";9,57;10,91;31,1;30,41;21,2;13,8;"SC"
"Gaspar ";9,59;11,29;15,91;25,34;19,6;9,3;"SC"
"Gastão Vidigal ";13,93;3,7;5,53;33,38;22;16,3;"SP"
"Gaúcha do Norte ";NA;7,89;5,45;25,28;21,99;14,2;"MT"
"Gaurama ";8,66;10,95;12,95;15,4;13,2;12,1;"RS"
"Gavião ";18,92;14,41;15,77;64,51;43,11;28;"BA"
"Gavião Peixoto ";NA;8,67;13,32;30,55;21,1;17,8;"SP"
"Geminiano ";7,4;12,86;29,16;93,85;52,36;26,9;"PI"
"General Câmara ";6,65;9,89;16,74;23,63;17,5;12,8;"RS"
"General Carneiro ";20,38;3,86;28,01;34,09;28,89;16,7;"MT"
"General Carneiro ";9,54;11,58;30,75;49,48;32,3;14,2;"PR"
"General Maynard ";21,96;14,18;25,91;51,45;41,84;23,1;"SE"
"General Salgado ";10,34;8,82;7,01;33,05;23,1;17,2;"SP"
"General Sampaio ";6,92;14,32;30,48;72,75;52,05;27,5;"CE"
"Gentil ";6,49;6,68;8,32;21,86;18;10,5;"RS"
"Gentio do Ouro ";13,98;14,39;13,23;80,85;54,5;28,7;"BA"
"Getulina ";10,04;17,42;12,07;33,05;22,2;16,7;"SP"
"Getúlio Vargas ";12,5;12,87;9,08;24,61;17;12,8;"RS"
"Gilbués ";23,9;23,14;32,68;68,24;35,27;27,3;"PI"
"Girau do Ponciano ";18,27;20,03;37,25;83,93;51,11;27,2;"AL"
"Giruá ";10,68;11,38;19,18;28,66;21,7;12,1;"RS"
"Glaucilândia ";0,91;2,86;8,48;41,22;31,93;17,4;"MG"
"Glicério ";13,22;17,68;11,98;31,5;17,4;12,6;"SP"
"Glória ";17,89;17,9;34,83;66,45;33,11;23;"BA"
"Glória de Dourados ";10,94;10,19;7,09;41,42;27,79;19;"MS"
"Glória D'Oeste ";2,78;10,39;10,55;32,79;29,95;16,3;"MT"
"Glória do Goitá ";20,14;16,43;23,25;64,17;52,18;24,3;"PE"
